Recency,Frequency,Monetary,Cluster,Segment
5,1,4999,1,Regular Shoppers
497,3,3197,2,Churned Customers
502,1,999,2,Churned Customers
70,5,69395,1,Regular Shoppers
78,4,5146,1,Regular Shoppers
59,7,41293,1,Regular Shoppers
262,2,50049,2,Churned Customers
38,22,110788,3,Potential High-Value
379,1,399,2,Churned Customers
80,10,112601,3,Potential High-Value
289,3,5497,2,Churned Customers
223,4,6907,1,Regular Shoppers
39,20,124286,3,Potential High-Value
574,2,3498,2,Churned Customers
31,10,159490,3,Potential High-Value
2,9,49191,1,Regular Shoppers
515,1,49999,2,Churned Customers
494,3,7497,2,Churned Customers
145,4,6296,1,Regular Shoppers
129,6,65494,1,Regular Shoppers
23,9,34291,1,Regular Shoppers
88,10,92590,3,Potential High-Value
306,2,35598,2,Churned Customers
489,1,24999,2,Churned Customers
81,7,111493,3,Potential High-Value
24,4,56696,1,Regular Shoppers
35,16,176790,3,Potential High-Value
136,20,136080,3,Potential High-Value
14,2,35998,1,Regular Shoppers
80,5,36495,1,Regular Shoppers
457,3,10097,2,Churned Customers
68,6,36655,1,Regular Shoppers
110,10,37106,1,Regular Shoppers
266,5,12695,2,Churned Customers
236,5,45895,1,Regular Shoppers
148,1,14999,1,Regular Shoppers
9,3,7897,1,Regular Shoppers
177,10,56890,1,Regular Shoppers
17,7,154493,3,Potential High-Value
127,15,202035,3,Potential High-Value
20,18,68439,3,Potential High-Value
67,22,321044,0,Loyal Customers
1,6,78994,1,Regular Shoppers
112,2,4998,1,Regular Shoppers
474,3,2707,2,Churned Customers
34,10,70491,3,Potential High-Value
291,1,2499,2,Churned Customers
487,3,73207,2,Churned Customers
25,10,106641,3,Potential High-Value
176,8,106992,3,Potential High-Value
1,5,30295,1,Regular Shoppers
137,10,218470,3,Potential High-Value
273,1,69999,2,Churned Customers
28,8,43192,1,Regular Shoppers
310,2,4564,2,Churned Customers
540,1,14999,2,Churned Customers
359,1,1499,2,Churned Customers
11,5,10795,1,Regular Shoppers
70,23,195527,0,Loyal Customers
253,6,181194,3,Potential High-Value
146,4,54596,1,Regular Shoppers
7,10,26851,1,Regular Shoppers
8,26,216734,0,Loyal Customers
201,9,133991,3,Potential High-Value
156,10,62590,1,Regular Shoppers
44,16,206400,3,Potential High-Value
55,4,12896,1,Regular Shoppers
473,2,4198,2,Churned Customers
14,8,24842,1,Regular Shoppers
36,2,3298,1,Regular Shoppers
105,6,42094,1,Regular Shoppers
40,7,74793,1,Regular Shoppers
1,42,442788,0,Loyal Customers
175,9,14291,1,Regular Shoppers
0,25,182475,0,Loyal Customers
15,21,314939,0,Loyal Customers
14,19,120108,3,Potential High-Value
87,8,85782,3,Potential High-Value
39,7,14973,1,Regular Shoppers
77,9,84641,3,Potential High-Value
35,5,45895,1,Regular Shoppers
353,2,15198,2,Churned Customers
43,10,220841,3,Potential High-Value
205,4,66296,1,Regular Shoppers
94,17,180683,3,Potential High-Value
375,2,3298,2,Churned Customers
39,6,124994,3,Potential High-Value
10,6,18794,1,Regular Shoppers
107,8,7242,1,Regular Shoppers
387,1,2499,2,Churned Customers
82,4,27796,1,Regular Shoppers
79,8,66642,1,Regular Shoppers
2,3,6197,1,Regular Shoppers
4,10,60790,3,Potential High-Value
36,9,123591,3,Potential High-Value
75,13,212243,3,Potential High-Value
209,3,45297,1,Regular Shoppers
41,3,35797,1,Regular Shoppers
96,17,115933,3,Potential High-Value
464,2,1664,2,Churned Customers
198,6,9194,1,Regular Shoppers
8,9,204291,3,Potential High-Value
2,8,46392,1,Regular Shoppers
251,3,41797,2,Churned Customers
96,4,90796,1,Regular Shoppers
697,1,2999,2,Churned Customers
146,5,64995,1,Regular Shoppers
6,5,5646,1,Regular Shoppers
43,10,132140,3,Potential High-Value
18,23,275227,0,Loyal Customers
80,8,18692,1,Regular Shoppers
26,2,3798,1,Regular Shoppers
273,5,3995,2,Churned Customers
141,2,17498,1,Regular Shoppers
274,1,999,2,Churned Customers
106,15,53285,3,Potential High-Value
8,6,58094,1,Regular Shoppers
10,4,3096,1,Regular Shoppers
17,7,69893,1,Regular Shoppers
134,4,54296,1,Regular Shoppers
116,16,179014,3,Potential High-Value
44,10,19601,1,Regular Shoppers
207,10,73790,1,Regular Shoppers
84,9,56647,1,Regular Shoppers
18,10,74251,3,Potential High-Value
11,30,200820,0,Loyal Customers
17,24,328286,0,Loyal Customers
101,7,236593,3,Potential High-Value
203,9,130391,3,Potential High-Value
242,2,46598,1,Regular Shoppers
49,13,18487,1,Regular Shoppers
10,6,7294,1,Regular Shoppers
52,9,71591,3,Potential High-Value
95,7,120593,3,Potential High-Value
467,2,3298,2,Churned Customers
53,4,30496,1,Regular Shoppers
116,2,33998,1,Regular Shoppers
94,10,44470,1,Regular Shoppers
73,6,14194,1,Regular Shoppers
22,7,10073,1,Regular Shoppers
283,1,199,2,Churned Customers
132,7,25693,1,Regular Shoppers
634,1,799,2,Churned Customers
280,3,3197,2,Churned Customers
43,12,133288,3,Potential High-Value
15,6,29594,1,Regular Shoppers
17,7,44493,1,Regular Shoppers
203,1,34999,1,Regular Shoppers
133,18,158112,3,Potential High-Value
79,9,71441,1,Regular Shoppers
95,10,64451,1,Regular Shoppers
666,1,599,2,Churned Customers
329,1,499,2,Churned Customers
118,9,70191,1,Regular Shoppers
194,7,122059,3,Potential High-Value
163,2,4498,1,Regular Shoppers
79,7,83193,1,Regular Shoppers
55,8,21192,1,Regular Shoppers
18,7,34293,1,Regular Shoppers
66,10,59340,1,Regular Shoppers
0,8,103492,3,Potential High-Value
80,5,41705,1,Regular Shoppers
55,20,135860,3,Potential High-Value
24,28,303912,0,Loyal Customers
15,15,52285,3,Potential High-Value
239,9,28841,1,Regular Shoppers
52,10,40590,1,Regular Shoppers
53,9,57941,1,Regular Shoppers
48,16,127510,3,Potential High-Value
13,21,200135,0,Loyal Customers
28,9,106741,3,Potential High-Value
26,20,157080,3,Potential High-Value
11,14,80657,3,Potential High-Value
2,17,174599,3,Potential High-Value
3,9,31391,1,Regular Shoppers
0,52,408416,0,Loyal Customers
91,16,216984,3,Potential High-Value
25,4,47996,1,Regular Shoppers
9,14,122186,3,Potential High-Value
224,18,253332,0,Loyal Customers
15,8,77592,3,Potential High-Value
58,7,28993,1,Regular Shoppers
302,4,101096,2,Churned Customers
130,12,32738,1,Regular Shoppers
414,1,42999,2,Churned Customers
2,14,159352,3,Potential High-Value
532,1,1299,2,Churned Customers
16,25,113525,0,Loyal Customers
179,8,89192,1,Regular Shoppers
381,1,19999,2,Churned Customers
180,10,58846,1,Regular Shoppers
382,5,14845,2,Churned Customers
119,2,8498,1,Regular Shoppers
97,5,6395,1,Regular Shoppers
297,9,257891,3,Potential High-Value
58,5,50495,1,Regular Shoppers
190,5,40495,1,Regular Shoppers
2,10,109590,3,Potential High-Value
223,3,13497,1,Regular Shoppers
96,10,133090,3,Potential High-Value
40,9,31291,1,Regular Shoppers
153,3,48147,1,Regular Shoppers
163,7,91493,1,Regular Shoppers
373,3,8697,2,Churned Customers
245,2,23498,2,Churned Customers
1,10,94690,3,Potential High-Value
68,10,44190,1,Regular Shoppers
205,2,2298,1,Regular Shoppers
11,36,170071,0,Loyal Customers
155,2,2298,1,Regular Shoppers
168,10,143990,3,Potential High-Value
339,2,3998,2,Churned Customers
155,2,4498,1,Regular Shoppers
5,5,6595,1,Regular Shoppers
192,1,29999,1,Regular Shoppers
37,8,124392,3,Potential High-Value
165,3,20997,1,Regular Shoppers
169,8,25442,1,Regular Shoppers
10,29,313571,0,Loyal Customers
71,10,48210,1,Regular Shoppers
13,7,95659,3,Potential High-Value
144,6,69794,1,Regular Shoppers
172,10,40890,1,Regular Shoppers
14,8,47292,1,Regular Shoppers
19,9,105291,3,Potential High-Value
201,6,33045,1,Regular Shoppers
289,1,699,2,Churned Customers
21,27,159954,0,Loyal Customers
313,4,39562,2,Churned Customers
77,7,134893,3,Potential High-Value
3,9,123841,3,Potential High-Value
197,5,11295,1,Regular Shoppers
6,29,380801,0,Loyal Customers
257,9,97721,1,Regular Shoppers
83,10,94520,3,Potential High-Value
72,8,64842,1,Regular Shoppers
12,29,190771,0,Loyal Customers
9,4,67696,1,Regular Shoppers
192,6,20524,1,Regular Shoppers
107,21,249579,0,Loyal Customers
6,8,98092,3,Potential High-Value
262,5,12605,2,Churned Customers
56,5,49451,1,Regular Shoppers
179,3,78497,1,Regular Shoppers
169,2,32498,1,Regular Shoppers
177,4,50496,1,Regular Shoppers
0,7,52393,1,Regular Shoppers
68,5,40295,1,Regular Shoppers
98,14,145042,3,Potential High-Value
170,8,39392,1,Regular Shoppers
197,2,31498,1,Regular Shoppers
40,9,35891,1,Regular Shoppers
175,10,133346,3,Potential High-Value
158,5,42695,1,Regular Shoppers
564,1,1999,2,Churned Customers
70,5,45251,1,Regular Shoppers
10,10,137590,3,Potential High-Value
26,19,74203,3,Potential High-Value
52,3,4997,1,Regular Shoppers
477,3,1453,2,Churned Customers
69,8,15754,1,Regular Shoppers
425,1,19999,2,Churned Customers
209,10,63290,1,Regular Shoppers
10,3,13497,1,Regular Shoppers
6,10,47590,1,Regular Shoppers
372,2,798,2,Churned Customers
327,2,6798,2,Churned Customers
384,7,56873,2,Churned Customers
444,1,449,2,Churned Customers
8,30,190403,0,Loyal Customers
37,7,49753,1,Regular Shoppers
9,29,322931,0,Loyal Customers
83,10,38141,1,Regular Shoppers
13,14,136636,3,Potential High-Value
225,2,2248,1,Regular Shoppers
114,9,57901,1,Regular Shoppers
113,4,6496,1,Regular Shoppers
0,11,61739,3,Potential High-Value
452,1,499,2,Churned Customers
385,3,37497,2,Churned Customers
15,15,152885,3,Potential High-Value
56,20,151080,3,Potential High-Value
308,3,24997,2,Churned Customers
74,2,4498,1,Regular Shoppers
114,10,71390,1,Regular Shoppers
537,1,599,2,Churned Customers
348,7,64643,2,Churned Customers
51,4,2696,1,Regular Shoppers
135,6,55994,1,Regular Shoppers
67,10,103690,3,Potential High-Value
73,3,3827,1,Regular Shoppers
5,27,353923,0,Loyal Customers
166,5,57595,1,Regular Shoppers
57,4,14496,1,Regular Shoppers
1,20,308880,0,Loyal Customers
106,10,80740,3,Potential High-Value
28,7,59703,1,Regular Shoppers
715,1,999,2,Churned Customers
54,9,120691,3,Potential High-Value
138,5,38795,1,Regular Shoppers
88,6,44624,1,Regular Shoppers
27,21,193656,0,Loyal Customers
43,23,220633,0,Loyal Customers
271,3,20497,2,Churned Customers
318,1,799,2,Churned Customers
74,13,83387,3,Potential High-Value
107,4,78796,1,Regular Shoppers
240,3,5097,1,Regular Shoppers
133,1,799,1,Regular Shoppers
69,3,49497,1,Regular Shoppers
342,1,19999,2,Churned Customers
100,21,122459,3,Potential High-Value
224,8,84742,1,Regular Shoppers
380,2,1098,2,Churned Customers
147,10,30326,1,Regular Shoppers
308,2,2748,2,Churned Customers
198,7,47454,1,Regular Shoppers
1,27,271694,0,Loyal Customers
1,17,184583,3,Potential High-Value
161,8,130192,3,Potential High-Value
101,6,111594,3,Potential High-Value
277,2,23798,2,Churned Customers
4,10,113540,3,Potential High-Value
701,1,3999,2,Churned Customers
140,8,7958,1,Regular Shoppers
16,10,132290,3,Potential High-Value
42,9,56841,1,Regular Shoppers
8,8,47543,1,Regular Shoppers
177,10,33090,1,Regular Shoppers
77,14,49136,3,Potential High-Value
167,7,24893,1,Regular Shoppers
24,8,82192,3,Potential High-Value
56,10,143290,3,Potential High-Value
57,5,73495,1,Regular Shoppers
197,10,195490,3,Potential High-Value
0,27,207073,0,Loyal Customers
51,6,13894,1,Regular Shoppers
1,2,1298,1,Regular Shoppers
19,53,503768,0,Loyal Customers
450,3,5997,2,Churned Customers
34,10,75690,3,Potential High-Value
253,2,2498,2,Churned Customers
145,8,35792,1,Regular Shoppers
74,6,27294,1,Regular Shoppers
107,2,4998,1,Regular Shoppers
592,1,1599,2,Churned Customers
66,6,31174,1,Regular Shoppers
23,25,175976,0,Loyal Customers
40,6,31894,1,Regular Shoppers
292,4,45496,2,Churned Customers
102,8,31292,1,Regular Shoppers
36,34,167037,0,Loyal Customers
305,6,10544,2,Churned Customers
473,2,3148,2,Churned Customers
290,1,1299,2,Churned Customers
24,10,128196,3,Potential High-Value
25,24,196126,0,Loyal Customers
40,4,25226,1,Regular Shoppers
1,24,274042,0,Loyal Customers
124,6,14444,1,Regular Shoppers
59,10,20490,1,Regular Shoppers
31,5,49295,1,Regular Shoppers
16,13,149987,3,Potential High-Value
28,8,33648,1,Regular Shoppers
115,1,2499,1,Regular Shoppers
17,18,184833,3,Potential High-Value
12,9,20891,1,Regular Shoppers
27,5,73695,1,Regular Shoppers
178,3,51497,1,Regular Shoppers
513,3,51247,2,Churned Customers
116,22,158778,0,Loyal Customers
59,7,68393,1,Regular Shoppers
39,13,111187,3,Potential High-Value
222,4,8796,1,Regular Shoppers
29,5,42866,1,Regular Shoppers
44,10,71400,3,Potential High-Value
78,10,138290,3,Potential High-Value
31,9,59591,1,Regular Shoppers
21,9,94491,3,Potential High-Value
45,9,54452,1,Regular Shoppers
69,8,207092,3,Potential High-Value
88,17,83383,3,Potential High-Value
8,9,133091,3,Potential High-Value
171,4,38496,1,Regular Shoppers
17,1,2499,1,Regular Shoppers
543,1,5999,2,Churned Customers
149,10,72590,1,Regular Shoppers
1,21,122751,3,Potential High-Value
125,6,145204,3,Potential High-Value
54,6,55444,1,Regular Shoppers
7,7,133393,3,Potential High-Value
85,7,69323,1,Regular Shoppers
67,10,53106,1,Regular Shoppers
300,3,35747,2,Churned Customers
139,8,56292,1,Regular Shoppers
193,5,16995,1,Regular Shoppers
41,1,29999,1,Regular Shoppers
35,9,157341,3,Potential High-Value
1,10,138290,3,Potential High-Value
4,29,169462,0,Loyal Customers
1,20,211280,0,Loyal Customers
353,7,21954,2,Churned Customers
68,21,247179,0,Loyal Customers
37,2,10398,1,Regular Shoppers
20,5,74795,1,Regular Shoppers
5,8,69892,1,Regular Shoppers
53,6,52344,1,Regular Shoppers
95,1,699,1,Regular Shoppers
411,1,24999,2,Churned Customers
60,12,301788,0,Loyal Customers
69,3,5997,1,Regular Shoppers
15,7,36803,1,Regular Shoppers
2,9,41591,1,Regular Shoppers
131,5,86295,1,Regular Shoppers
89,7,36693,1,Regular Shoppers
1,9,6821,1,Regular Shoppers
315,2,84998,2,Churned Customers
591,2,7498,2,Churned Customers
45,11,86439,3,Potential High-Value
67,10,37090,1,Regular Shoppers
61,5,22395,1,Regular Shoppers
36,10,54790,1,Regular Shoppers
20,16,64784,3,Potential High-Value
52,5,54495,1,Regular Shoppers
49,9,139591,3,Potential High-Value
209,6,29794,1,Regular Shoppers
715,1,3999,2,Churned Customers
39,20,110046,3,Potential High-Value
33,12,132568,3,Potential High-Value
0,8,18342,1,Regular Shoppers
75,5,39495,1,Regular Shoppers
13,3,4597,1,Regular Shoppers
243,9,42601,1,Regular Shoppers
104,6,46194,1,Regular Shoppers
14,5,96895,3,Potential High-Value
26,10,68290,3,Potential High-Value
49,8,24322,1,Regular Shoppers
56,5,25795,1,Regular Shoppers
0,4,3057,1,Regular Shoppers
51,28,369822,0,Loyal Customers
44,13,95617,3,Potential High-Value
136,11,111389,3,Potential High-Value
24,14,123202,3,Potential High-Value
1,9,95741,3,Potential High-Value
71,10,63840,1,Regular Shoppers
399,3,65797,2,Churned Customers
7,7,66393,1,Regular Shoppers
171,9,82291,1,Regular Shoppers
229,2,1798,1,Regular Shoppers
233,3,38997,1,Regular Shoppers
2,7,145293,3,Potential High-Value
35,8,27348,1,Regular Shoppers
42,15,170635,3,Potential High-Value
11,18,121482,3,Potential High-Value
218,6,102860,1,Regular Shoppers
107,9,61791,1,Regular Shoppers
288,3,22797,2,Churned Customers
24,28,114044,0,Loyal Customers
221,3,1797,1,Regular Shoppers
166,1,14999,1,Regular Shoppers
193,6,66444,1,Regular Shoppers
97,5,60295,1,Regular Shoppers
479,1,1499,2,Churned Customers
25,20,95436,3,Potential High-Value
162,16,119750,3,Potential High-Value
209,3,76997,1,Regular Shoppers
37,4,40896,1,Regular Shoppers
193,14,210586,3,Potential High-Value
149,1,69999,1,Regular Shoppers
114,8,60992,1,Regular Shoppers
33,8,49992,1,Regular Shoppers
147,2,26498,1,Regular Shoppers
165,4,19846,1,Regular Shoppers
5,23,228388,0,Loyal Customers
37,4,10296,1,Regular Shoppers
583,1,1299,2,Churned Customers
10,12,58121,3,Potential High-Value
260,7,40093,2,Churned Customers
115,2,20798,1,Regular Shoppers
75,10,44256,1,Regular Shoppers
14,5,102995,3,Potential High-Value
49,24,176626,0,Loyal Customers
29,7,55893,1,Regular Shoppers
103,6,46394,1,Regular Shoppers
15,8,166192,3,Potential High-Value
12,2,7498,1,Regular Shoppers
164,9,81791,1,Regular Shoppers
33,4,75796,1,Regular Shoppers
41,3,4797,1,Regular Shoppers
445,2,20998,2,Churned Customers
38,8,20272,1,Regular Shoppers
177,9,71821,1,Regular Shoppers
23,8,112422,3,Potential High-Value
210,7,74043,1,Regular Shoppers
120,10,43120,1,Regular Shoppers
50,24,234387,0,Loyal Customers
13,9,35791,1,Regular Shoppers
67,8,118292,3,Potential High-Value
188,6,42724,1,Regular Shoppers
2,8,58492,1,Regular Shoppers
46,9,34347,1,Regular Shoppers
43,21,134550,3,Potential High-Value
129,7,81573,1,Regular Shoppers
322,3,32497,2,Churned Customers
106,5,44195,1,Regular Shoppers
275,2,3998,2,Churned Customers
35,11,119495,3,Potential High-Value
2,10,68790,3,Potential High-Value
14,20,180880,0,Loyal Customers
55,10,92090,3,Potential High-Value
16,12,178909,3,Potential High-Value
24,18,217154,0,Loyal Customers
46,7,33693,1,Regular Shoppers
42,6,49594,1,Regular Shoppers
156,5,39231,1,Regular Shoppers
39,5,129995,3,Potential High-Value
71,6,19304,1,Regular Shoppers
71,10,92040,3,Potential High-Value
45,10,82240,3,Potential High-Value
60,10,107040,3,Potential High-Value
22,18,68532,3,Potential High-Value
126,7,63693,1,Regular Shoppers
84,6,11455,1,Regular Shoppers
10,6,129394,3,Potential High-Value
173,2,7998,1,Regular Shoppers
112,10,96541,3,Potential High-Value
42,9,106491,3,Potential High-Value
12,7,47793,1,Regular Shoppers
8,8,62692,1,Regular Shoppers
163,5,30245,1,Regular Shoppers
9,18,121183,3,Potential High-Value
125,9,84141,3,Potential High-Value
3,12,72088,3,Potential High-Value
32,6,53594,1,Regular Shoppers
20,24,159032,0,Loyal Customers
167,5,10695,1,Regular Shoppers
39,10,36000,1,Regular Shoppers
216,5,76295,1,Regular Shoppers
42,26,272070,0,Loyal Customers
144,6,66994,1,Regular Shoppers
55,6,58794,1,Regular Shoppers
48,13,158787,3,Potential High-Value
30,4,26296,1,Regular Shoppers
18,9,140921,3,Potential High-Value
141,3,17507,1,Regular Shoppers
0,29,155821,0,Loyal Customers
212,4,62496,1,Regular Shoppers
154,7,70559,1,Regular Shoppers
109,3,41997,1,Regular Shoppers
7,51,400149,0,Loyal Customers
189,6,51494,1,Regular Shoppers
699,1,34999,2,Churned Customers
42,9,66691,1,Regular Shoppers
6,6,7644,1,Regular Shoppers
1,5,6895,1,Regular Shoppers
52,9,206891,3,Potential High-Value
119,4,6046,1,Regular Shoppers
23,4,23396,1,Regular Shoppers
219,1,999,1,Regular Shoppers
206,6,10594,1,Regular Shoppers
3,6,48794,1,Regular Shoppers
0,22,260484,0,Loyal Customers
243,1,999,2,Churned Customers
131,3,45197,1,Regular Shoppers
48,35,214155,0,Loyal Customers
229,3,38397,1,Regular Shoppers
182,4,21596,1,Regular Shoppers
521,2,6498,2,Churned Customers
38,10,63190,3,Potential High-Value
276,4,11946,2,Churned Customers
159,2,4998,1,Regular Shoppers
236,2,51998,1,Regular Shoppers
55,6,13144,1,Regular Shoppers
11,22,360208,0,Loyal Customers
160,9,92691,3,Potential High-Value
0,3,63997,1,Regular Shoppers
64,4,5096,1,Regular Shoppers
46,10,55841,1,Regular Shoppers
8,7,27193,1,Regular Shoppers
16,21,142050,3,Potential High-Value
16,16,34464,3,Potential High-Value
7,3,8497,1,Regular Shoppers
144,8,27392,1,Regular Shoppers
162,4,95296,1,Regular Shoppers
288,4,14796,2,Churned Customers
88,26,210374,0,Loyal Customers
12,20,143236,3,Potential High-Value
303,4,58796,2,Churned Customers
4,6,40394,1,Regular Shoppers
380,2,5498,2,Churned Customers
4,20,222046,0,Loyal Customers
2,8,157392,3,Potential High-Value
2,13,99768,3,Potential High-Value
201,6,52255,1,Regular Shoppers
84,23,254127,0,Loyal Customers
19,11,97789,3,Potential High-Value
27,3,2997,1,Regular Shoppers
23,27,311073,0,Loyal Customers
4,9,21391,1,Regular Shoppers
33,11,18140,1,Regular Shoppers
82,4,62996,1,Regular Shoppers
165,4,3906,1,Regular Shoppers
416,3,1848,2,Churned Customers
217,9,70241,1,Regular Shoppers
8,16,188184,3,Potential High-Value
43,9,53897,1,Regular Shoppers
126,3,997,1,Regular Shoppers
1,29,184831,0,Loyal Customers
60,5,84046,1,Regular Shoppers
